server_id,hostname,env,os_name,os_version,os_eol_date,vcpu,ram_gb,provisioned_disk_gb,used_disk_gb,cpu_avg_pct,cpu_peak_pct,ram_avg_pct,disk_iops_avg,disk_iops_peak,net_in_gb_30d,net_out_gb_30d,cluster,datacenter,powerstate,app_id,notes
srv-0110,dbp0110,prod,Ubuntu,18.04 LTS,2023-05-31,8,64,4096,1392.8,14.8,46.6,58.7,1336.9,6174.8,69.5,39.6,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-20,VMware vSphere 7.0 VM
srv-0111,dbp0111,prod,Ubuntu,20.04 LTS,2025-04-30,8,32,4096,2118.0,25.0,54.9,67.8,1643.4,7050.0,64.8,67.5,ASH-PRD-CL01,DC-ASHBURN,poweredOn,app-20,VMware vSphere 7.0 VM
srv-0112,webp0112,prod,Red Hat Enterprise Linux,8.8,2029-05-31,4,16,2048,1361.7,13.8,52.4,68.8,52.3,310.2,39.3,550.6,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-21,VMware vSphere 7.0 VM
srv-0113,webp0113,prod,Ubuntu,22.04 LTS,2027-04-30,8,32,400,300.7,32.5,99,70.2,101.5,446.9,41.8,383.1,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-21,VMware vSphere 7.0 VM
srv-0114,appp0114,prod,Ubuntu,18.04 LTS,2023-05-31,4,16,128,106.5,30.6,68.5,90.2,110.0,399.0,94.9,160.5,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-21,VMware vSphere 7.0 VM
srv-0115,appp0115,prod,Ubuntu,22.04 LTS,2027-04-30,8,32,2048,729.1,8.5,17.2,75.8,267.3,986.0,146.8,120.4,ASH-PRD-CL01,DC-ASHBURN,poweredOn,app-21,VMware vSphere 7.0 VM
srv-0116,appp0116,prod,Ubuntu,20.04 LTS,2025-04-30,8,32,200,168.5,29.2,61.8,41.3,322.1,1323.1,110.7,182.6,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-21,VMware vSphere 7.0 VM
srv-0117,dbp0117,prod,Ubuntu,22.04 LTS,2027-04-30,8,64,4096,2341.6,8.3,25.7,65.0,1729.4,7452.5,77.4,116.3,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-21,VMware vSphere 7.0 VM
srv-0118,appp0118,prod,Windows Server,2022,2031-10-14,8,32,1024,792.2,,,,,,,,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-22,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days)
srv-0119,appp0119,prod,Windows Server,2016,2027-01-12,2,8,200,150.7,35.7,99,51.7,91.2,434.7,142.8,114.2,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-22,VMware vSphere 7.0 VM
srv-0120,dbp0120,prod,Windows Server,2022,2031-10-14,8,32,2048,1513.5,,,,,,,,ASH-PRD-CL01,DC-ASHBURN,poweredOn,app-22,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days)
srv-0121,dbp0121,prod,Windows Server,2019,2029-01-09,8,32,512,149.0,,,,,,,,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-22,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days)
srv-0122,appp0122,prod,Ubuntu,20.04 LTS,2025-04-30,2,8,512,333.1,4.9,18.9,58.4,50.8,287.9,155.0,215.6,ASH-PRD-CL01,DC-ASHBURN,poweredOn,app-23,VMware vSphere 7.0 VM
srv-0123,appp0123,prod,Red Hat Enterprise Linux,9.3,2032-05-31,4,16,80,50.9,,,,,,,,ASH-PRD-CL01,DC-ASHBURN,poweredOn,app-23,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days)
srv-0124,appp0124,prod,Ubuntu,18.04 LTS,2023-05-31,2,8,1024,609.9,21.2,39.7,82.2,78.2,312.4,120.0,163.3,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-23,VMware vSphere 7.0 VM
srv-0125,dbp0125,prod,SUSE Linux Enterprise Server,15 SP4,2031-12-31,8,32,2048,859.9,6.4,19.4,74.6,1254.0,5884.0,82.1,73.1,ASH-PRD-CL01,DC-ASHBURN,poweredOn,app-23,VMware vSphere 7.0 VM
srv-0126,webn0126,nonprod,Windows Server,2012 R2,2023-10-10,32,128,800,517.1,4.8,13.0,55.5,638.8,2649.1,59.1,215.2,DAL-NPD-CL01,DC-DALLAS,poweredOn,app-24,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required
srv-0127,appn0127,nonprod,Windows Server,2019,2029-01-09,16,128,1024,523.2,20.3,71.0,67.7,371.4,1938.2,153.3,120.3,DAL-NPD-CL01,DC-DALLAS,poweredOn,app-24,VMware vSphere 7.0 VM
srv-0128,appn0128,nonprod,Windows Server,2022,2031-10-14,8,64,512,407.5,34.8,99,88.2,197.7,1301.5,123.0,110.8,ASH-NPD-CL01,DC-ASHBURN,poweredOn,app-24,VMware vSphere 7.0 VM
srv-0129,dbn0129,nonprod,Windows Server,2016,2027-01-12,16,128,512,271.2,9.0,31.7,33.0,2365.6,9638.0,95.4,73.1,DAL-NPD-CL01,DC-DALLAS,poweredOn,app-24,VMware vSphere 7.0 VM
srv-0130,webp0130,prod,Ubuntu,20.04 LTS,2025-04-30,4,16,80,56.1,25.0,99,67.0,79.9,615.6,51.7,562.0,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-25,VMware vSphere 7.0 VM
srv-0131,webp0131,prod,Red Hat Enterprise Linux,7.9,2024-06-30,4,32,128,106.6,,,,,,,,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-25,VMware vSphere 7.0 VM; RHEL 7 past maintenance support; no performance history from vCenter (< 30 days)
srv-0132,appp0132,prod,Red Hat Enterprise Linux,7.9,2024-06-30,4,16,2048,611.9,,,,,,,,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-25,VMware vSphere 7.0 VM; RHEL 7 past maintenance support; no performance history from vCenter (< 30 days)
srv-0133,appp0133,prod,Red Hat Enterprise Linux,8.8,2029-05-31,4,32,512,236.7,,,,,,,,DAL-PRD-CL01,DC-DALLAS,poweredOff,app-25,VMware vSphere 7.0 VM; powered off at discovery - confirm if decommissioned; no performance history from vCenter (< 30 days)
srv-0134,dbp0134,prod,Ubuntu,20.04 LTS,2025-04-30,32,128,2048,1494.0,12.0,45.7,66.6,,,,,ASH-PRD-CL02,DC-ASHBURN,poweredOff,app-25,VMware vSphere 7.0 VM; powered off at discovery - confirm if decommissioned
srv-0135,appp0135,prod,Red Hat Enterprise Linux,7.9,2024-06-30,32,256,400,266.9,22.5,78.5,45.6,1021.3,5338.4,164.8,98.6,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-26,VMware vSphere 7.0 VM; RHEL 7 past maintenance support
srv-0136,appp0136,prod,Ubuntu,22.04 LTS,2027-04-30,4,32,100,85.1,10.9,39.0,49.5,135.1,688.5,113.2,89.4,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-26,VMware vSphere 7.0 VM
srv-0137,dbp0137,prod,Ubuntu,20.04 LTS,2025-04-30,4,16,4096,2395.8,33.1,99,88.5,788.4,4473.3,92.7,51.9,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-26,VMware vSphere 7.0 VM
srv-0138,appp0138,prod,Windows Server,2019,2029-01-09,8,64,128,68.0,4.6,17.2,36.4,251.8,950.0,137.4,84.9,ASH-PRD-CL01,DC-ASHBURN,poweredOn,app-27,VMware vSphere 7.0 VM
srv-0139,appp0139,prod,Windows Server,2022,2031-10-14,16,64,256,100.8,12.6,28.1,65.8,799.7,2859.1,131.8,60.0,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-27,VMware vSphere 7.0 VM
srv-0140,dbp0140,prod,Windows Server,2012 R2,2023-10-10,4,32,2048,1574.2,32.3,68.8,29.4,909.5,3518.3,47.7,66.6,ASH-PRD-CL01,DC-ASHBURN,poweredOn,app-27,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required
srv-0141,appn0141,nonprod,Red Hat Enterprise Linux,8.8,2029-05-31,16,64,1024,458.8,20.5,72.9,70.0,667.4,4261.3,114.3,96.1,DAL-NPD-CL01,DC-DALLAS,poweredOn,app-28,VMware vSphere 7.0 VM
srv-0142,appn0142,nonprod,Ubuntu,18.04 LTS,2023-05-31,4,32,200,95.5,,,,,,,,ASH-NPD-CL01,DC-ASHBURN,poweredOn,app-28,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days)
srv-0143,appn0143,nonprod,Ubuntu,20.04 LTS,2025-04-30,2,8,400,231.5,,,,,,,,DAL-NPD-CL01,DC-DALLAS,poweredOn,app-28,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days)
srv-0144,appp0144,prod,Windows Server,2012 R2,2023-10-10,16,64,512,217.1,8.5,31.9,63.5,483.7,3425.4,162.6,78.9,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-29,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required
srv-0145,appp0145,prod,Windows Server,2019,2029-01-09,16,64,800,234.8,21.8,91.5,40.3,626.2,3808.4,181.1,78.9,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-29,VMware vSphere 7.0 VM
srv-0146,appp0146,prod,Red Hat Enterprise Linux,9.3,2032-05-31,4,16,80,61.7,35.5,99,75.2,160.0,850.3,156.9,178.4,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-30,VMware vSphere 7.0 VM
srv-0147,appp0147,prod,Red Hat Enterprise Linux,7.9,2024-06-30,4,32,100,50.4,23.9,48.3,66.7,138.5,552.4,130.2,172.1,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-30,VMware vSphere 7.0 VM; RHEL 7 past maintenance support
srv-0148,appp0148,prod,SUSE Linux Enterprise Server,15 SP4,2031-12-31,4,32,400,287.2,,,,,,,,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-30,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days)
srv-0149,infp0149,prod,Windows Server,2012 R2,2023-10-10,4,32,128,80.8,16.8,50.5,34.8,,,,,ASH-PRD-CL02,DC-ASHBURN,poweredOff,app-31,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; powered off at discovery - confirm if decommissioned
srv-0150,infp0150,prod,Windows Server,2016,2027-01-12,8,32,256,142.2,,,,,,,,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-31,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days)
srv-0151,infp0151,prod,Windows Server,2016,2027-01-12,4,32,256,215.3,30.2,61.9,72.3,117.7,433.4,28.2,21.0,ASH-PRD-CL01,DC-ASHBURN,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0152,infp0152,prod,Windows Server,2019,2029-01-09,2,16,200,59.7,6.7,16.5,46.6,40.5,150.3,34.2,24.4,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0153,infp0153,prod,Windows Server,2016,2027-01-12,16,64,80,55.1,22.4,46.2,56.8,338.9,1253.9,35.5,23.1,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0154,infd0154,dr,Windows Server,2016,2027-01-12,8,32,256,162.3,,,,,,,,RNO-DR-CL01,DC-DR-RENO,poweredOn,app-31,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days)
srv-0155,infp0155,prod,Windows Server,2012 R2,2023-10-10,8,64,200,136.1,20.9,44.7,86.3,148.5,538.0,20.4,28.7,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-31,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required
srv-0156,infp0156,prod,Windows Server,2012 R2,2023-10-10,8,64,128,57.4,,,,,,,,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-31,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; no performance history from vCenter (< 30 days)
srv-0157,infp0157,prod,Windows Server,2019,2029-01-09,2,16,1024,447.8,12.4,29.8,73.7,55.8,215.0,37.5,24.2,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0158,infp0158,prod,Windows Server,2016,2027-01-12,2,8,512,241.4,31.6,45.4,82.9,,,,,ASH-PRD-CL01,DC-ASHBURN,poweredOff,app-31,VMware vSphere 7.0 VM; powered off at discovery - confirm if decommissioned
srv-0159,infp0159,prod,Windows Server,2019,2029-01-09,4,32,200,143.7,,,,,,,,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-31,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days)
srv-0160,infp0160,prod,Windows Server,2019,2029-01-09,4,32,80,64.8,,,,,,,,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-31,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days)
srv-0161,infp0161,prod,Windows Server,2022,2031-10-14,8,64,128,105.4,36.2,96.5,27.1,226.0,853.2,37.3,40.6,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0162,infp0162,prod,Windows Server,2022,2031-10-14,16,64,128,99.0,9.6,24.5,36.8,256.7,855.3,21.5,30.5,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0163,infp0163,prod,Windows Server,2016,2027-01-12,4,32,200,76.4,36.1,99,59.3,87.4,494.7,41.3,40.7,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0164,infp0164,prod,Windows Server,2016,2027-01-12,16,128,80,34.5,,,,,,,,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-31,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days)
srv-0165,infd0165,dr,Windows Server,2016,2027-01-12,4,16,400,272.7,,,,,,,,RNO-DR-CL01,DC-DR-RENO,poweredOn,app-31,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days)
srv-0166,infp0166,prod,Windows Server,2016,2027-01-12,8,32,256,126.3,,,,,,,,DAL-PRD-CL01,DC-DALLAS,poweredOff,app-31,VMware vSphere 7.0 VM; powered off at discovery - confirm if decommissioned; no performance history from vCenter (< 30 days)
srv-0167,infp0167,prod,Windows Server,2016,2027-01-12,4,16,1024,828.8,32.2,64.8,75.0,121.1,445.6,32.7,34.6,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0168,infp0168,prod,Windows Server,2016,2027-01-12,2,8,2048,706.7,34.9,73.2,60.7,64.3,232.8,32.2,21.3,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0169,infd0169,dr,Windows Server,2016,2027-01-12,2,8,1024,551.3,,,,,,,,RNO-DR-CL01,DC-DR-RENO,poweredOn,app-31,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days)
srv-0170,infp0170,prod,Windows Server,2019,2029-01-09,8,32,512,218.9,,,,,,,,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-31,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days)
srv-0171,infp0171,prod,Windows Server,2022,2031-10-14,16,128,100,85.2,13.1,26.9,35.2,421.5,1488.5,20.6,21.5,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0172,infp0172,prod,Windows Server,2012 R2,2023-10-10,4,16,512,254.9,27.5,63.3,68.4,119.8,398.6,30.0,34.7,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-31,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required
srv-0173,infp0173,prod,Windows Server,2019,2029-01-09,8,64,80,67.8,27.7,75.6,50.5,136.3,693.2,26.2,36.0,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0174,infp0174,prod,Windows Server,2022,2031-10-14,2,8,512,326.0,34.4,99,30.7,49.7,192.1,37.4,35.2,ASH-PRD-CL01,DC-ASHBURN,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0175,infp0175,prod,Windows Server,2019,2029-01-09,8,32,512,273.7,34.7,75.3,33.4,,,,,DAL-PRD-CL01,DC-DALLAS,poweredOff,app-31,VMware vSphere 7.0 VM; powered off at discovery - confirm if decommissioned
srv-0176,infp0176,prod,Windows Server,2022,2031-10-14,2,16,128,109.0,18.4,66.4,62.2,31.0,124.2,24.9,37.0,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0177,infp0177,prod,Windows Server,2012 R2,2023-10-10,2,8,400,330.4,31.2,65.5,53.1,57.5,214.9,33.2,19.6,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-31,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required
srv-0178,infp0178,prod,Windows Server,2022,2031-10-14,4,16,128,95.7,23.9,56.3,62.3,119.2,413.5,25.6,31.4,ASH-PRD-CL01,DC-ASHBURN,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0179,infp0179,prod,Windows Server,2016,2027-01-12,16,64,100,59.1,4.6,10.7,65.1,460.2,1813.5,27.7,20.3,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0180,infp0180,prod,Windows Server,2019,2029-01-09,4,32,400,182.3,10.4,30.0,74.0,70.2,423.6,32.5,39.0,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0181,infp0181,prod,Windows Server,2022,2031-10-14,4,16,200,120.0,16.6,34.2,49.5,81.6,289.3,21.6,21.6,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0182,infp0182,prod,Red Hat Enterprise Linux,9.3,2032-05-31,8,64,400,324.1,18.5,53.4,40.7,211.1,732.9,25.1,38.2,ASH-PRD-CL02,DC-ASHBURN,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0183,infp0183,prod,Ubuntu,22.04 LTS,2027-04-30,4,16,200,94.3,34.7,77.3,68.6,95.0,340.8,32.2,27.5,DAL-PRD-CL01,DC-DALLAS,poweredOn,app-31,VMware vSphere 7.0 VM
srv-0184,srvn0184,nonprod,Windows Server,2019,2029-01-09,4,32,400,151.3,20.0,38.9,61.0,80.0,250.8,20.3,16.3,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0185,srvn0185,nonprod,Windows Server,2012 R2,2023-10-10,8,64,512,184.2,5.3,11.7,40.6,115.0,460.2,19.6,22.0,DAL-NPD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; standalone utility VM - owner unconfirmed
srv-0186,srvn0186,nonprod,Windows Server,2019,2029-01-09,8,32,80,22.7,3.5,33.7,41.5,,,,,ASH-NPD-CL01,DC-ASHBURN,poweredOff,,VMware vSphere 7.0 VM; powered off at discovery - confirm if decommissioned; standalone utility VM - owner unconfirmed
srv-0187,srvn0187,nonprod,Windows Server,2019,2029-01-09,2,8,100,58.4,,,,,,,,DAL-NPD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0188,srvn0188,nonprod,Windows Server,2016,2027-01-12,4,16,512,279.7,,,,,,,,DAL-NPD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0189,srvn0189,nonprod,Windows Server,2019,2029-01-09,2,8,512,255.4,25.9,94.6,31.9,22.1,97.2,20.9,18.5,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0190,srvd0190,dev,Windows Server,2016,2027-01-12,16,64,80,33.1,28.3,80.7,43.9,323.2,1492.8,21.9,18.3,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0191,srvd0191,dev,Windows Server,2016,2027-01-12,2,16,400,115.6,,,,,,,,DAL-DEV-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0192,srvp0192,prod,Windows Server,2019,2029-01-09,2,16,200,121.7,26.6,53.9,50.9,36.9,140.7,18.2,15.1,ASH-PRD-CL02,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0193,srvd0193,dev,Windows Server,2019,2029-01-09,2,8,512,212.3,,,,,,,,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0194,srvd0194,dev,Windows Server,2019,2029-01-09,2,8,256,188.0,11.0,33.6,50.5,43.4,205.3,17.5,21.2,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0195,srvd0195,dev,Windows Server,2016,2027-01-12,8,64,100,32.8,,,,,,,,DAL-DEV-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0196,srvd0196,dev,Windows Server,2019,2029-01-09,2,8,256,137.7,6.1,13.1,54.0,20.2,74.7,17.1,17.3,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0197,srvd0197,dev,Windows Server,2012 R2,2023-10-10,4,32,400,312.4,,,,,,,,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0198,srvd0198,dev,Windows Server,2019,2029-01-09,4,32,128,86.7,,,,,,,,DAL-DEV-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0199,srvn0199,nonprod,Windows Server,2012 R2,2023-10-10,4,16,800,587.2,36.8,99,58.2,65.5,331.6,13.9,14.7,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; standalone utility VM - owner unconfirmed
srv-0200,srvd0200,dev,Windows Server,2012 R2,2023-10-10,4,16,2048,1024.7,19.0,43.8,79.1,79.6,318.2,22.4,22.7,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; standalone utility VM - owner unconfirmed
srv-0201,srvd0201,dev,Windows Server,2016,2027-01-12,4,32,128,107.5,12.9,51.0,57.8,49.1,335.0,15.6,17.5,DAL-DEV-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0202,srvn0202,nonprod,Windows Server,2016,2027-01-12,4,16,2048,810.8,9.1,31.7,28.3,84.6,462.6,23.6,24.3,DAL-NPD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0203,srvp0203,prod,Windows Server,2016,2027-01-12,8,64,512,343.2,,,,,,,,DAL-PRD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0204,srvn0204,nonprod,Windows Server,2012 R2,2023-10-10,2,8,2048,1142.7,21.7,46.7,70.8,33.2,127.5,19.9,19.6,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; standalone utility VM - owner unconfirmed
srv-0205,srvd0205,dev,Windows Server,2016,2027-01-12,2,8,200,132.3,27.4,88.3,89.4,28.2,150.3,25.5,27.6,DAL-DEV-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0206,srvn0206,nonprod,Windows Server,2019,2029-01-09,2,8,100,43.0,21.4,81.6,63.0,34.0,117.7,16.0,13.0,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0207,srvn0207,nonprod,Windows Server,2019,2029-01-09,4,16,80,44.8,,,,,,,,DAL-NPD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0208,srvn0208,nonprod,Windows Server,2019,2029-01-09,4,16,800,587.9,15.1,41.2,72.4,75.1,388.6,21.4,13.3,DAL-NPD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0209,srvn0209,nonprod,Windows Server,2012 R2,2023-10-10,16,64,100,67.3,,,,,,,,DAL-NPD-CL01,DC-DALLAS,poweredOff,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; powered off at discovery - confirm if decommissioned; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0210,srvn0210,nonprod,Windows Server,2012 R2,2023-10-10,16,128,200,148.5,9.1,27.6,51.6,188.1,1009.6,20.4,25.0,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; standalone utility VM - owner unconfirmed
srv-0211,srvp0211,prod,Windows Server,2016,2027-01-12,8,32,200,88.3,32.0,99,77.4,102.7,489.6,12.0,14.6,ASH-PRD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0212,srvn0212,nonprod,Windows Server,2016,2027-01-12,4,32,400,250.5,24.7,67.6,80.4,55.5,317.2,14.1,14.6,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0213,srvp0213,prod,Windows Server,2019,2029-01-09,8,32,400,139.3,9.4,21.0,58.9,99.0,453.5,19.7,15.7,ASH-PRD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0214,srvn0214,nonprod,Windows Server,2016,2027-01-12,4,32,800,358.0,,,,,,,,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0215,srvd0215,dev,Windows Server,2022,2031-10-14,2,8,512,429.6,21.4,48.5,53.1,39.5,169.3,19.9,21.3,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0216,srvd0216,dev,Windows Server,2012 R2,2023-10-10,4,16,256,105.1,,,,,,,,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; OS past end-of-support - remediation or ESU required; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
srv-0217,srvd0217,dev,Windows Server,2019,2029-01-09,4,32,256,186.8,15.7,30.4,29.1,65.8,241.5,12.9,21.1,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0218,srvd0218,dev,Windows Server,2022,2031-10-14,4,16,80,43.3,32.8,99,89.7,56.0,333.1,17.3,17.5,ASH-NPD-CL01,DC-ASHBURN,poweredOn,,VMware vSphere 7.0 VM; standalone utility VM - owner unconfirmed
srv-0219,srvn0219,nonprod,Windows Server,2019,2029-01-09,16,64,2048,1325.1,,,,,,,,DAL-NPD-CL01,DC-DALLAS,poweredOn,,VMware vSphere 7.0 VM; no performance history from vCenter (< 30 days); standalone utility VM - owner unconfirmed
