server_id,sample_date,cpu_avg_pct,cpu_peak_pct,cpu_p95_pct,mem_avg_pct,mem_peak_pct,mem_p95_pct,disk_iops_avg,disk_iops_peak,disk_read_iops_avg,disk_write_iops_avg,disk_throughput_mbps_avg,net_in_gb,net_out_gb,net_in_peak_mbps,net_out_peak_mbps
srv-0058,2026-08-15,5.4,8.6,7.5,56.3,68.2,64.0,56.5,126.0,31.1,25.4,2.83,2.054,3.24,1.3,3.1
srv-0058,2026-08-16,6.0,8.3,7.5,56.4,61.5,59.7,66.0,169.8,36.3,29.7,3.3,1.612,2.305,0.9,1.2
srv-0058,2026-08-17,8.1,11.4,10.2,59.4,64.0,62.4,84.9,232.2,46.7,38.2,4.24,2.44,4.394,1.7,1.7
srv-0058,2026-08-18,8.4,13.3,11.6,59.4,71.9,67.5,66.9,127.6,36.8,30.1,3.34,2.151,4.332,1.5,3.5
srv-0058,2026-08-19,9.6,15.7,13.6,59.8,64.0,62.5,110.9,241.3,61.0,49.9,5.55,2.553,3.476,1.9,3.5
srv-0058,2026-08-20,6.8,9.8,8.8,58.8,71.3,66.9,73.0,201.4,40.2,32.9,3.65,3.766,3.308,3.2,3.2
srv-0058,2026-08-21,9.4,12.2,11.2,59.8,64.1,62.6,77.3,208.7,42.5,34.8,3.86,3.915,2.438,1.9,2.0
srv-0058,2026-08-22,5.6,9.3,8.0,55.9,59.2,58.0,54.5,115.3,30.0,24.5,2.72,1.712,2.821,1.4,1.3
srv-0058,2026-08-23,4.3,7.3,6.3,55.8,61.6,59.6,40.7,90.1,22.4,18.3,2.04,2.074,1.589,1.6,1.1
srv-0058,2026-08-24,7.1,9.6,8.7,58.4,66.3,63.5,58.4,156.0,32.1,26.3,2.92,2.897,2.354,1.8,1.7
srv-0058,2026-08-25,7.1,9.4,8.6,57.9,68.0,64.5,86.4,206.4,47.5,38.9,4.32,1.995,3.173,0.8,2.0
srv-0058,2026-08-26,7.9,12.5,10.9,58.8,65.9,63.4,63.2,116.7,34.7,28.4,3.16,2.154,3.792,1.7,3.8
srv-0058,2026-08-27,7.1,10.0,9.0,59.4,71.9,67.5,90.6,238.3,49.8,40.8,4.53,2.708,2.62,2.2,1.1
srv-0058,2026-08-28,8.2,11.0,10.0,59.1,71.4,67.1,94.7,176.0,52.1,42.6,4.74,3.647,3.443,2.8,3.0
srv-0058,2026-08-29,5.0,7.4,6.6,55.6,65.7,62.2,62.2,136.6,34.2,28.0,3.11,2.401,2.152,2.2,1.9
srv-0058,2026-08-30,4.2,5.3,4.9,55.5,61.6,59.5,45.9,89.9,25.2,20.6,2.29,2.048,2.708,1.4,2.1
srv-0058,2026-08-31,8.3,13.1,11.4,58.5,64.2,62.2,72.5,190.6,39.9,32.6,3.63,2.814,2.8,2.4,2.2
srv-0058,2026-09-01,7.9,11.2,10.0,60.2,73.0,68.5,90.4,217.2,49.7,40.7,4.52,3.987,5.471,3.5,4.4
srv-0058,2026-09-02,7.9,12.0,10.6,59.2,64.9,62.9,71.0,133.4,39.1,32.0,3.55,1.956,3.108,1.7,1.6
srv-0058,2026-09-03,7.1,11.2,9.7,57.8,62.2,60.6,58.2,146.0,32.0,26.2,2.91,2.26,3.603,1.7,1.8
srv-0058,2026-09-04,7.2,9.7,8.8,58.0,64.8,62.4,81.9,189.0,45.0,36.9,4.09,1.712,3.063,1.5,3.0
srv-0058,2026-09-05,4.9,7.8,6.8,55.7,64.6,61.5,42.4,93.4,23.3,19.1,2.12,2.131,2.705,1.7,1.6
srv-0058,2026-09-06,4.6,15.3,11.5,55.5,59.8,58.3,58.3,298.6,32.1,26.2,2.92,4.749,4.038,3.1,1.8
srv-0059,2026-08-08,18.1,26.6,23.6,39.6,44.0,42.5,40.1,88.1,22.0,18.0,2.0,2.4,3.784,1.8,3.6
srv-0059,2026-08-09,22.9,35.8,31.2,40.0,47.5,44.9,55.3,111.8,30.4,24.9,2.76,1.633,4.195,1.2,2.5
srv-0059,2026-08-10,26.8,36.6,33.2,41.5,44.6,43.5,58.5,129.0,32.2,26.3,2.93,3.37,3.453,2.7,3.1
srv-0059,2026-08-11,23.7,29.8,27.6,40.8,44.2,43.0,64.4,156.7,35.4,29.0,3.22,2.429,3.678,1.8,2.1
srv-0059,2026-08-12,27.3,40.8,36.1,41.8,46.6,44.9,50.6,113.4,27.8,22.8,2.53,1.99,5.514,1.8,4.5
srv-0059,2026-08-13,28.2,40.6,36.3,41.6,46.1,44.5,58.9,137.6,32.4,26.5,2.95,3.522,5.851,2.9,5.1
srv-0059,2026-08-14,26.7,42.1,36.7,41.9,47.4,45.5,55.6,124.7,30.6,25.0,2.78,3.386,4.898,2.4,4.4
srv-0059,2026-08-15,15.1,23.1,20.3,38.9,46.4,43.8,27.0,73.3,14.8,12.1,1.35,1.288,2.298,1.0,1.8
srv-0059,2026-08-16,20.3,27.8,25.2,39.6,45.2,43.2,47.3,122.2,26.0,21.3,2.36,1.684,2.323,1.0,1.1
srv-0059,2026-08-17,30.6,42.5,38.4,42.5,50.3,47.6,61.4,149.6,33.8,27.6,3.07,3.293,5.759,2.7,2.2
srv-0059,2026-08-18,28.9,44.5,39.1,41.2,50.3,47.1,68.4,133.9,37.6,30.8,3.42,3.538,2.604,2.5,2.6
srv-0059,2026-08-19,26.6,43.8,37.8,42.1,44.4,43.6,58.3,151.4,32.1,26.2,2.92,3.675,3.414,1.5,3.2
srv-0059,2026-08-20,25.8,38.6,34.1,41.7,50.6,47.5,65.8,172.3,36.2,29.6,3.29,2.071,4.976,1.1,2.4
srv-0059,2026-08-21,23.8,35.7,31.5,41.0,44.6,43.3,59.0,136.9,32.5,26.6,2.95,2.575,2.748,1.9,2.0
srv-0059,2026-08-22,16.5,26.1,22.7,39.2,45.1,43.0,32.6,82.4,18.0,14.7,1.63,1.507,3.655,0.7,2.9
srv-0059,2026-08-23,14.1,17.8,16.5,38.9,44.9,42.8,36.1,89.1,19.9,16.3,1.81,1.245,2.435,0.9,1.7
srv-0059,2026-08-24,29.2,45.9,40.0,41.2,45.2,43.8,60.0,111.6,33.0,27.0,3.0,1.96,4.774,0.8,3.4
srv-0059,2026-08-25,26.2,33.6,31.0,42.0,47.1,45.3,80.2,171.6,44.1,36.1,4.01,3.855,6.274,3.0,4.4
srv-0059,2026-08-26,27.2,41.8,36.7,41.0,45.5,43.9,61.7,133.9,33.9,27.8,3.09,2.05,3.125,0.9,1.8
srv-0059,2026-08-27,29.5,49.2,42.3,41.9,48.8,46.4,60.3,162.2,33.1,27.1,3.01,2.619,3.634,1.1,1.8
srv-0059,2026-08-28,35.2,55.6,48.5,42.5,46.1,44.8,72.7,141.7,40.0,32.7,3.64,3.274,5.952,2.0,3.0
srv-0059,2026-08-29,16.6,28.2,24.2,39.3,43.1,41.8,39.1,101.0,21.5,17.6,1.96,1.232,2.889,0.8,2.8
srv-0059,2026-08-30,19.0,25.4,23.1,39.1,46.2,43.7,36.0,73.4,19.8,16.2,1.8,1.147,3.204,0.5,2.2
srv-0059,2026-08-31,22.5,37.8,32.5,40.9,48.5,45.9,51.0,118.5,28.1,23.0,2.55,3.087,4.744,1.5,2.9
srv-0059,2026-09-01,22.4,30.0,27.4,41.1,43.9,42.9,47.6,132.5,26.2,21.4,2.38,2.373,4.634,2.0,3.1
srv-0059,2026-09-02,34.0,46.3,42.0,42.3,49.6,47.0,80.0,193.0,44.0,36.0,4.0,4.019,4.935,2.8,3.9
srv-0059,2026-09-03,31.7,46.2,41.1,42.2,47.3,45.5,66.3,125.4,36.5,29.8,3.32,2.174,3.804,1.7,2.6
srv-0059,2026-09-04,34.8,99,76.5,42.4,49.8,47.2,69.6,371.8,38.3,31.3,3.48,7.831,6.145,3.9,2.6
srv-0059,2026-09-05,18.9,27.2,24.3,39.1,43.6,42.0,40.3,80.4,22.2,18.2,2.02,2.186,1.965,1.2,1.0
srv-0059,2026-09-06,22.0,30.1,27.3,39.8,44.4,42.8,45.9,98.4,25.2,20.6,2.29,2.425,3.712,2.1,1.4
srv-0060,2026-08-08,5.1,6.9,6.3,64.9,70.8,68.7,72.3,176.5,39.8,32.5,3.61,2.748,1.686,1.4,1.0
srv-0060,2026-08-09,4.2,6.6,5.8,64.0,72.7,69.7,67.2,131.3,37.0,30.3,3.36,2.767,2.41,2.2,1.1
srv-0060,2026-08-10,6.9,11.4,9.8,68.5,76.0,73.4,132.6,365.9,72.9,59.6,6.63,4.162,2.365,2.3,1.8
srv-0060,2026-08-11,7.0,11.3,9.8,68.7,73.9,72.1,124.2,327.5,68.3,55.9,6.21,4.958,2.584,3.2,1.8
srv-0060,2026-08-12,5.6,9.1,7.9,66.5,73.2,70.9,83.5,209.5,45.9,37.6,4.18,4.058,3.596,1.5,1.9
srv-0060,2026-08-13,7.1,10.0,9.0,67.5,74.3,71.9,89.5,173.2,49.2,40.3,4.47,2.399,4.333,1.7,2.8
srv-0060,2026-08-14,7.1,9.5,8.7,66.4,75.5,72.4,94.5,216.4,52.0,42.5,4.72,4.086,2.406,2.0,1.6
srv-0060,2026-08-15,4.4,6.6,5.8,64.4,74.3,70.8,74.8,182.1,41.1,33.6,3.74,2.452,2.162,2.0,2.1
srv-0060,2026-08-16,4.6,5.9,5.4,63.2,77.0,72.2,64.2,176.6,35.3,28.9,3.21,1.859,2.371,1.4,1.6
srv-0060,2026-08-17,7.1,11.5,9.9,66.4,73.3,70.9,119.3,226.8,65.6,53.7,5.97,2.63,3.06,1.6,1.3
srv-0060,2026-08-18,5.6,7.9,7.1,66.5,77.0,73.4,90.9,187.5,50.0,40.9,4.55,2.657,3.276,1.0,2.9
srv-0060,2026-08-19,6.4,9.0,8.1,67.4,78.0,74.3,139.4,365.3,76.7,62.7,6.97,3.478,3.458,2.9,2.5
srv-0060,2026-08-20,6.7,11.2,9.6,67.8,78.9,75.0,118.4,237.0,65.1,53.3,5.92,4.264,3.108,2.2,3.0
srv-0060,2026-08-21,7.2,19.7,15.3,68.4,72.6,71.2,100.2,419.6,55.1,45.1,5.01,9.67,8.24,4.3,3.5
srv-0060,2026-08-22,5.1,8.0,7.0,64.5,73.5,70.3,90.1,218.7,49.6,40.5,4.51,3.076,1.726,1.4,1.0
srv-0060,2026-08-23,4.5,6.0,5.4,64.2,68.6,67.0,72.8,180.6,40.0,32.8,3.64,2.106,2.14,1.8,1.6
srv-0060,2026-08-24,5.6,8.3,7.4,66.6,72.0,70.1,93.0,258.2,51.2,41.9,4.65,2.36,3.461,1.1,3.2
srv-0060,2026-08-25,6.2,8.3,7.6,67.0,70.9,69.5,120.0,293.2,66.0,54.0,6.0,2.894,2.325,1.4,1.3
srv-0060,2026-08-26,6.1,8.1,7.4,67.0,74.6,71.9,88.9,228.9,48.9,40.0,4.44,2.902,2.76,2.0,2.4
srv-0060,2026-08-27,6.3,10.6,9.1,67.3,81.7,76.6,104.1,231.0,57.3,46.9,5.21,2.386,4.441,1.0,4.5
srv-0060,2026-08-28,6.7,9.0,8.2,67.2,76.0,72.9,99.6,199.5,54.8,44.8,4.98,2.352,2.676,2.0,2.4
srv-0060,2026-08-29,4.0,5.2,4.8,63.9,74.8,71.0,73.1,196.8,40.2,32.9,3.66,2.37,1.474,1.2,0.8
srv-0060,2026-08-30,4.6,6.7,6.0,64.7,68.7,67.3,70.8,164.7,39.0,31.9,3.54,1.843,2.126,0.7,2.2
srv-0060,2026-08-31,6.5,10.5,9.1,66.2,77.1,73.3,113.1,233.2,62.2,50.9,5.65,3.735,2.621,2.0,2.0
srv-0060,2026-09-01,7.6,11.7,10.3,67.0,79.2,74.9,93.2,260.2,51.3,42.0,4.66,2.687,3.723,1.8,3.7
srv-0060,2026-09-02,6.4,8.6,7.8,66.5,74.4,71.6,85.7,211.8,47.1,38.6,4.29,2.273,3.972,1.2,3.4
srv-0060,2026-09-03,5.8,9.4,8.1,67.0,80.1,75.5,126.5,236.9,69.6,56.9,6.33,2.382,4.268,2.0,4.3
srv-0060,2026-09-04,5.7,8.1,7.3,66.2,71.7,69.8,115.1,314.5,63.3,51.8,5.75,2.004,3.566,1.1,1.5
srv-0060,2026-09-05,4.7,6.1,5.6,64.7,69.2,67.6,98.4,249.9,54.1,44.3,4.92,2.847,2.943,1.6,3.0
srv-0060,2026-09-06,3.7,5.9,5.2,63.4,71.2,68.5,68.2,124.2,37.5,30.7,3.41,1.423,1.631,0.8,0.9
srv-0061,2026-08-08,2.3,3.8,3.3,42.6,48.6,46.5,560.0,1234.5,392.0,168.0,16.8,1.985,1.251,1.2,1.2
srv-0061,2026-08-09,2.8,4.6,4.0,42.7,46.3,45.0,414.1,860.9,289.9,124.2,12.42,1.907,0.963,1.3,0.9
srv-0061,2026-08-10,4.2,6.3,5.6,44.5,47.2,46.3,820.2,1754.9,574.1,246.1,24.61,1.721,1.488,0.9,1.2
srv-0061,2026-08-11,4.4,5.8,5.3,45.2,49.6,48.1,675.5,1422.6,472.8,202.6,20.26,1.561,1.311,0.8,1.2
srv-0061,2026-08-12,4.6,7.3,6.3,45.6,54.7,51.5,686.3,1680.1,480.4,205.9,20.59,2.687,1.305,1.8,1.2
srv-0061,2026-08-13,4.3,6.8,5.9,45.0,49.1,47.7,759.7,1415.3,531.8,227.9,22.79,3.082,1.767,1.4,1.2
srv-0061,2026-08-14,5.3,8.0,7.0,45.9,49.7,48.4,972.8,2243.7,681.0,291.9,29.19,1.938,2.399,0.7,1.8
srv-0061,2026-08-15,3.2,4.5,4.1,43.3,51.7,48.7,545.5,1185.9,381.8,163.6,16.36,1.273,0.77,0.8,0.8
srv-0061,2026-08-16,2.5,3.9,3.4,42.9,50.3,47.7,377.4,858.8,264.2,113.2,11.32,1.259,0.775,0.8,0.5
srv-0061,2026-08-17,4.6,6.9,6.1,45.3,50.2,48.5,598.6,1197.1,419.0,179.6,17.96,1.877,2.011,1.2,1.8
srv-0061,2026-08-18,4.1,6.8,5.9,45.9,52.3,50.1,892.6,2450.4,624.9,267.8,26.78,2.636,1.694,1.4,1.0
srv-0061,2026-08-19,5.1,8.1,7.0,45.6,53.7,50.9,864.7,2074.4,605.3,259.4,25.94,2.153,1.28,1.0,0.8
srv-0061,2026-08-20,3.5,4.6,4.2,44.6,50.1,48.2,546.8,1011.2,382.7,164.0,16.4,1.519,1.227,0.7,0.7
srv-0061,2026-08-21,5.1,11.5,9.2,46.4,52.5,50.3,1095.3,3478.4,766.7,328.6,32.86,5.666,2.529,4.3,2.4
srv-0061,2026-08-22,3.1,5.0,4.4,43.0,52.4,49.1,426.9,1142.9,298.8,128.1,12.81,1.795,0.77,0.9,0.5
srv-0061,2026-08-23,2.3,3.1,2.9,42.4,51.3,48.2,553.4,1530.2,387.4,166.0,16.6,1.229,0.821,0.7,0.5
srv-0061,2026-08-24,4.9,7.6,6.6,46.2,51.7,49.8,1020.8,2093.6,714.5,306.2,30.62,2.584,1.419,1.2,1.0
srv-0061,2026-08-25,4.0,6.0,5.3,44.6,48.4,47.1,609.1,1107.5,426.4,182.7,18.27,2.24,1.554,1.9,0.7
srv-0061,2026-08-26,4.6,5.9,5.5,45.8,54.0,51.1,841.8,1746.7,589.3,252.5,25.25,3.334,1.508,1.9,0.8
srv-0061,2026-08-27,4.5,6.4,5.8,45.0,51.2,49.0,570.3,1076.0,399.2,171.1,17.11,2.287,1.942,1.6,1.4
srv-0061,2026-08-28,4.4,7.1,6.1,45.5,50.6,48.8,612.0,1688.2,428.4,183.6,18.36,1.942,1.854,0.8,0.8
srv-0061,2026-08-29,2.7,3.9,3.4,43.2,46.5,45.4,515.0,1046.4,360.5,154.5,15.45,1.519,1.012,0.8,0.5
srv-0061,2026-08-30,2.4,6.3,5.0,42.4,44.9,44.0,527.7,2264.3,369.4,158.3,15.83,3.094,1.902,2.7,1.6
srv-0061,2026-08-31,5.3,7.0,6.4,46.1,55.7,52.3,865.9,1816.9,606.1,259.8,25.98,3.279,1.36,2.4,1.1
srv-0061,2026-09-01,4.5,5.7,5.3,45.0,50.7,48.7,747.6,1923.6,523.3,224.3,22.43,2.698,1.44,1.1,1.2
srv-0061,2026-09-02,5.1,7.2,6.5,46.0,50.5,49.0,976.4,1826.3,683.5,292.9,29.29,1.939,2.404,1.7,1.0
srv-0061,2026-09-03,5.0,7.0,6.3,46.3,54.8,51.8,1054.5,2449.2,738.1,316.3,31.63,2.221,1.596,1.8,0.7
srv-0061,2026-09-04,4.0,6.7,5.8,44.6,51.5,49.1,854.8,2374.8,598.4,256.4,25.64,2.891,1.666,2.6,0.9
srv-0061,2026-09-05,2.5,3.1,2.9,42.9,48.7,46.7,448.6,1145.1,314.0,134.6,13.46,1.916,0.944,1.0,0.8
srv-0061,2026-09-06,2.7,3.9,3.5,42.6,50.7,47.8,577.6,1358.1,404.3,173.3,17.33,1.513,1.265,1.1,0.6
srv-0062,2026-08-08,22.6,32.9,29.3,35.7,38.9,37.8,791.4,1901.2,554.0,237.4,23.74,2.184,1.525,1.0,0.6
srv-0062,2026-08-09,25.4,36.3,32.5,35.7,40.0,38.5,996.9,2127.7,697.8,299.1,29.91,1.494,0.927,1.3,0.4
srv-0062,2026-08-10,34.4,52.5,46.2,37.2,43.0,40.9,866.6,2217.1,606.6,260.0,26.0,1.518,1.914,1.3,1.1
srv-0062,2026-08-11,36.9,58.6,51.0,38.6,41.7,40.6,1612.7,3971.7,1128.9,483.8,48.38,2.142,1.437,1.8,1.4
srv-0062,2026-08-12,40.6,57.4,51.5,37.9,41.7,40.3,1427.4,3624.8,999.2,428.2,42.82,2.264,1.647,1.5,1.0
srv-0062,2026-08-13,30.2,49.0,42.4,37.2,43.9,41.5,971.9,1911.0,680.3,291.6,29.16,3.166,1.811,1.5,1.2
srv-0062,2026-08-14,36.1,49.4,44.7,37.8,42.5,40.9,1325.3,3660.6,927.7,397.6,39.76,3.639,1.247,1.7,1.0
srv-0062,2026-08-15,26.8,44.2,38.1,36.4,43.5,41.0,1178.0,2283.1,824.6,353.4,35.34,2.599,1.306,1.6,1.2
srv-0062,2026-08-16,21.8,34.3,30.0,35.8,42.1,39.9,813.0,2108.5,569.1,243.9,24.39,2.176,1.6,0.9,0.9
srv-0062,2026-08-17,37.7,57.8,50.8,37.5,43.5,41.4,977.9,2231.7,684.5,293.4,29.34,2.478,1.707,2.3,0.9
srv-0062,2026-08-18,34.4,55.9,48.3,37.3,40.1,39.2,1184.6,3199.2,829.2,355.4,35.54,1.915,2.231,0.7,2.0
srv-0062,2026-08-19,33.3,45.2,41.1,37.7,40.2,39.3,1128.0,2098.5,789.6,338.4,33.84,3.533,1.83,1.9,1.8
srv-0062,2026-08-20,34.9,45.3,41.7,38.0,46.1,43.3,1562.0,3500.4,1093.4,468.6,46.86,2.528,2.522,1.1,1.8
srv-0062,2026-08-21,35.1,51.7,45.9,37.0,40.8,39.4,1050.5,2723.4,735.4,315.2,31.52,2.433,1.442,0.9,0.7
srv-0062,2026-08-22,21.5,60.1,46.6,36.0,38.0,37.3,910.7,3651.0,637.5,273.2,27.32,3.551,2.526,3.1,1.9
srv-0062,2026-08-23,21.4,27.0,25.0,35.6,41.8,39.6,953.4,2462.3,667.4,286.0,28.6,1.953,0.953,1.3,0.4
srv-0062,2026-08-24,37.4,56.1,49.5,37.6,42.0,40.5,1393.5,3680.6,975.5,418.1,41.81,3.177,1.289,2.0,1.0
srv-0062,2026-08-25,37.5,60.7,52.6,38.3,45.9,43.2,1430.9,3947.8,1001.6,429.3,42.93,2.587,2.42,2.3,1.1
srv-0062,2026-08-26,41.4,65.4,57.0,38.5,42.7,41.2,1651.5,3048.1,1156.0,495.4,49.54,2.003,2.147,1.3,1.4
srv-0062,2026-08-27,44.3,68.7,60.2,38.4,41.0,40.1,1163.4,2102.6,814.4,349.0,34.9,3.588,2.55,1.7,2.4
srv-0062,2026-08-28,32.5,49.7,43.7,37.5,45.5,42.7,1348.5,3187.4,944.0,404.6,40.46,2.404,1.394,1.9,1.0
srv-0062,2026-08-29,21.4,57.8,45.1,35.6,39.2,37.9,797.8,3084.4,558.4,239.3,23.93,3.608,1.607,2.1,0.7
srv-0062,2026-08-30,25.3,35.8,32.2,36.0,39.8,38.5,895.7,2204.2,627.0,268.7,26.87,1.569,1.377,0.8,1.0
srv-0062,2026-08-31,31.2,39.4,36.5,37.3,41.6,40.1,1032.8,2673.4,722.9,309.8,30.98,2.633,1.633,1.1,1.2
srv-0062,2026-09-01,43.2,64.8,57.3,38.1,41.5,40.3,1379.6,3810.9,965.7,413.9,41.39,3.754,1.212,1.8,0.8
srv-0062,2026-09-02,35.1,57.5,49.6,37.8,41.5,40.2,1074.2,2519.5,751.9,322.2,32.22,2.373,1.348,1.7,0.9
srv-0062,2026-09-03,30.5,51.5,44.2,37.1,39.5,38.7,1288.1,2879.1,901.6,386.4,38.64,2.454,1.642,1.3,0.8
srv-0062,2026-09-04,37.5,96.6,75.9,37.3,40.8,39.6,920.1,2994.4,644.1,276.0,27.6,5.401,2.545,2.6,2.4
srv-0062,2026-09-05,20.5,29.2,26.2,35.8,40.9,39.1,623.8,1647.2,436.6,187.1,18.71,2.075,0.932,1.1,0.4
srv-0062,2026-09-06,28.5,44.2,38.7,36.2,41.6,39.7,694.7,1414.5,486.3,208.4,20.84,1.744,1.352,1.0,1.3
srv-0063,2026-08-08,16.5,20.7,19.2,70.4,76.0,74.0,193.4,471.6,106.4,87.0,9.67,2.35,11.383,2.0,11.0
srv-0063,2026-08-09,17.2,26.1,23.0,71.5,79.1,76.4,201.1,527.0,110.6,90.5,10.05,1.835,11.173,1.4,5.9
srv-0063,2026-08-10,26.9,37.5,33.8,73.9,78.2,76.7,199.5,473.4,109.7,89.8,9.98,3.64,10.186,2.8,4.8
srv-0063,2026-08-11,29.6,37.2,34.6,74.2,86.1,81.9,270.3,740.6,148.7,121.7,13.52,2.655,13.98,2.3,10.6
srv-0063,2026-08-12,27.7,99,74.0,73.7,83.4,80.0,221.0,1052.5,121.6,99.5,11.05,5.27,27.688,3.2,18.0
srv-0063,2026-08-13,30.7,40.4,37.0,76.0,84.2,81.3,334.8,703.9,184.2,150.7,16.74,3.133,11.577,2.0,11.7
srv-0063,2026-08-14,32.8,48.8,43.2,75.2,85.3,81.8,252.3,479.4,138.8,113.5,12.62,2.411,16.076,1.7,8.6
srv-0063,2026-08-15,16.8,24.9,22.1,70.8,84.0,79.4,216.1,424.4,118.8,97.2,10.8,1.243,6.793,0.9,5.4
srv-0063,2026-08-16,18.3,29.1,25.3,70.1,75.3,73.5,158.3,300.1,87.1,71.2,7.92,2.19,8.262,1.3,4.2
srv-0063,2026-08-17,27.4,38.5,34.6,74.1,80.3,78.1,259.8,600.6,142.9,116.9,12.99,3.755,10.915,1.8,8.5
srv-0063,2026-08-18,25.5,36.7,32.8,73.3,87.7,82.7,194.6,368.4,107.0,87.6,9.73,3.105,18.223,2.7,9.3
srv-0063,2026-08-19,24.1,31.1,28.6,73.5,78.9,77.0,252.0,626.8,138.6,113.4,12.6,1.771,9.216,1.4,3.5
srv-0063,2026-08-20,31.1,40.8,37.4,75.6,89.5,84.6,285.1,699.7,156.8,128.3,14.25,2.921,17.611,1.3,9.0
srv-0063,2026-08-21,25.3,33.6,30.7,74.2,86.8,82.4,204.9,566.3,112.7,92.2,10.24,1.811,16.1,1.4,15.8
srv-0063,2026-08-22,16.8,21.5,19.9,69.9,80.5,76.8,121.1,319.8,66.6,54.5,6.05,1.402,9.703,0.9,5.0
srv-0063,2026-08-23,16.4,24.4,21.6,69.9,84.4,79.4,144.1,274.3,79.3,64.9,7.21,2.225,11.671,1.2,10.5
srv-0063,2026-08-24,25.5,41.9,36.2,74.6,78.8,77.3,248.1,459.0,136.4,111.6,12.4,3.217,12.071,1.9,6.0
srv-0063,2026-08-25,26.7,36.1,32.8,75.4,90.5,85.3,313.1,874.9,172.2,140.9,15.65,3.53,22.167,2.4,10.3
srv-0063,2026-08-26,27.4,42.9,37.5,75.0,82.3,79.7,285.5,663.4,157.0,128.5,14.28,2.382,20.859,1.8,17.0
srv-0063,2026-08-27,25.7,39.7,34.8,75.1,83.9,80.8,215.8,517.9,118.7,97.1,10.79,4.099,17.087,3.2,17.3
srv-0063,2026-08-28,25.3,81.9,62.1,74.1,89.4,84.0,264.2,1318.0,145.3,118.9,13.21,6.983,34.666,2.8,13.2
srv-0063,2026-08-29,17.3,27.6,24.0,71.1,78.5,75.9,223.1,502.6,122.7,100.4,11.16,2.33,12.691,1.5,10.2
srv-0063,2026-08-30,16.7,23.8,21.3,70.8,79.4,76.4,215.7,417.7,118.7,97.1,10.79,1.226,10.956,0.8,8.9
srv-0063,2026-08-31,31.8,51.7,44.8,75.5,90.1,85.0,274.3,751.5,150.9,123.5,13.72,3.798,13.862,1.5,7.6
srv-0063,2026-09-01,31.2,46.7,41.3,74.6,87.5,83.0,212.1,382.4,116.7,95.4,10.61,2.016,20.54,1.0,10.9
srv-0063,2026-09-02,33.6,54.7,47.3,76.0,83.3,80.8,267.0,652.5,146.8,120.1,13.35,2.339,14.999,1.7,7.3
srv-0063,2026-09-03,26.5,33.9,31.3,73.3,85.5,81.3,284.0,727.6,156.2,127.8,14.2,2.376,15.017,1.9,9.4
srv-0063,2026-09-04,27.0,38.1,34.2,73.5,80.9,78.3,303.7,590.4,167.1,136.7,15.19,2.66,13.581,1.3,5.3
srv-0063,2026-09-05,14.9,23.8,20.7,69.9,76.9,74.5,122.5,318.0,67.4,55.1,6.13,2.1,7.277,1.0,4.9
srv-0063,2026-09-06,19.8,26.4,24.1,70.8,81.3,77.6,181.5,458.2,99.8,81.7,9.07,2.121,11.146,1.7,5.1
srv-0064,2026-08-08,7.6,9.7,9.0,53.3,60.9,58.2,241.9,633.7,133.1,108.9,12.1,2.735,15.97,2.3,10.6
srv-0064,2026-08-09,7.4,11.7,10.2,53.0,62.4,59.1,304.9,705.6,167.7,137.2,15.25,2.546,11.929,1.2,10.3
srv-0064,2026-08-10,10.3,13.4,12.3,56.6,60.8,59.3,443.7,998.8,244.0,199.7,22.19,2.466,18.954,2.0,16.3
srv-0064,2026-08-11,11.4,16.6,14.8,55.6,67.8,63.5,482.6,1018.3,265.4,217.2,24.13,3.621,17.459,3.0,17.1
srv-0064,2026-08-12,10.3,13.9,12.6,56.6,66.2,62.8,563.7,1427.0,310.0,253.7,28.18,3.33,13.913,1.8,6.9
srv-0064,2026-08-13,12.1,20.4,17.5,56.5,67.1,63.4,516.8,1338.5,284.3,232.6,25.84,4.105,18.482,2.5,10.6
srv-0064,2026-08-14,10.5,15.7,13.9,55.9,67.7,63.5,435.5,1217.7,239.5,196.0,21.77,2.75,20.373,1.4,20.5
srv-0064,2026-08-15,6.7,8.9,8.2,53.2,57.9,56.2,269.2,662.2,148.1,121.1,13.46,1.945,12.179,1.2,8.8
srv-0064,2026-08-16,7.0,10.2,9.1,53.5,62.2,59.2,286.4,614.4,157.5,128.9,14.32,2.225,15.251,0.9,14.1
srv-0064,2026-08-17,10.3,17.0,14.7,56.8,68.3,64.2,503.3,1178.1,276.8,226.5,25.16,2.515,15.4,1.7,7.2
srv-0064,2026-08-18,10.6,14.5,13.1,55.2,66.0,62.2,318.5,730.8,175.2,143.3,15.92,2.628,19.678,1.7,12.6
srv-0064,2026-08-19,12.3,17.4,15.6,56.4,67.3,63.5,458.7,1127.9,252.3,206.4,22.94,4.135,14.004,3.0,5.9
srv-0064,2026-08-20,9.7,16.4,14.0,55.2,64.9,61.5,428.3,987.9,235.5,192.7,21.41,2.103,19.867,1.6,19.3
srv-0064,2026-08-21,10.9,14.9,13.5,55.7,59.2,58.0,500.0,1119.8,275.0,225.0,25.0,3.046,15.192,1.4,6.0
srv-0064,2026-08-22,5.2,6.6,6.1,52.0,59.4,56.8,235.4,624.6,129.5,105.9,11.77,1.813,7.554,1.0,3.3
